fecha;cod_producto;stock_disponible
2025-05;MRC-FLT-WTR;33
2025-06;MRC-FLT-WTR;33
2025-07;MRC-FLT-WTR;33
2025-08;MRC-FLT-WTR;33
2025-09;MRC-FLT-WTR;33
2025-10;MRC-FLT-WTR;33
2025-11;MRC-FLT-WTR;33
2025-12;MRC-FLT-WTR;33
2020-01;QSV-WSEP;24
2020-02;QSV-WSEP;24
2020-03;QSV-WSEP;24
2020-04;QSV-WSEP;24
2020-05;QSV-WSEP;24
2020-06;QSV-WSEP;24
2020-07;QSV-WSEP;24
2020-08;QSV-WSEP;24
2020-09;QSV-WSEP;24
2020-10;QSV-WSEP;24
2020-11;QSV-WSEP;24
2020-12;QSV-WSEP;24
2021-01;QSV-WSEP;24
2021-02;QSV-WSEP;24
2021-03;QSV-WSEP;25
2021-04;QSV-WSEP;25
2021-05;QSV-WSEP;24
2021-06;QSV-WSEP;25
2021-07;QSV-WSEP;25
2021-08;QSV-WSEP;24
2021-09;QSV-WSEP;24
2021-10;QSV-WSEP;25
2021-11;QSV-WSEP;24
2021-12;QSV-WSEP;24
2022-01;QSV-WSEP;25
2022-02;QSV-WSEP;25
2022-03;QSV-WSEP;25
2022-04;QSV-WSEP;25
2022-05;QSV-WSEP;25
2022-06;QSV-WSEP;25
2022-07;QSV-WSEP;25
2022-08;QSV-WSEP;25
2022-09;QSV-WSEP;25
2022-10;QSV-WSEP;25
2022-11;QSV-WSEP;25
2022-12;QSV-WSEP;25
2023-01;QSV-WSEP;25
2023-02;QSV-WSEP;25
2023-03;QSV-WSEP;26
2023-04;QSV-WSEP;25
2023-05;QSV-WSEP;25
2023-06;QSV-WSEP;26
2023-07;QSV-WSEP;25
2023-08;QSV-WSEP;25
2023-09;QSV-WSEP;26
2023-10;QSV-WSEP;25
2023-11;QSV-WSEP;25
2023-12;QSV-WSEP;26
2024-01;QSV-WSEP;26
2024-02;QSV-WSEP;26
2024-03;QSV-WSEP;26
2024-04;QSV-WSEP;26
2024-05;QSV-WSEP;26
2024-06;QSV-WSEP;26
2024-07;QSV-WSEP;26
2024-08;QSV-WSEP;26
2024-09;QSV-WSEP;26
2024-10;QSV-WSEP;26
2024-11;QSV-WSEP;26
2024-12;QSV-WSEP;26
2025-01;QSV-WSEP;26
2025-02;QSV-WSEP;27
2025-03;QSV-WSEP;26
2025-04;QSV-WSEP;26
2025-05;QSV-WSEP;27
2025-06;QSV-WSEP;26
2025-07;QSV-WSEP;26
2025-08;QSV-WSEP;26
2025-09;QSV-WSEP;26
2025-10;QSV-WSEP;26
2025-11;QSV-WSEP;26
2025-12;QSV-WSEP;27
2020-01;SIR-FLT-FUE;18
2020-02;SIR-FLT-FUE;18
2020-03;SIR-FLT-FUE;18
2020-04;SIR-FLT-FUE;18
2020-05;SIR-FLT-FUE;18
2020-06;SIR-FLT-FUE;18
2020-07;SIR-FLT-FUE;18
2020-08;SIR-FLT-FUE;18
2020-09;SIR-FLT-FUE;18
2020-10;SIR-FLT-FUE;18
2020-11;SIR-FLT-FUE;18
2020-12;SIR-FLT-FUE;18
2021-01;SIR-FLT-FUE;18
2021-02;SIR-FLT-FUE;18
2021-03;SIR-FLT-FUE;18
2021-04;SIR-FLT-FUE;18
2021-05;SIR-FLT-FUE;18
2021-06;SIR-FLT-FUE;18
2021-07;SIR-FLT-FUE;18
2021-08;SIR-FLT-FUE;19
2021-09;SIR-FLT-FUE;18
2021-10;SIR-FLT-FUE;18
2021-11;SIR-FLT-FUE;18
2021-12;SIR-FLT-FUE;18
2022-01;SIR-FLT-FUE;19
2022-02;SIR-FLT-FUE;19
2022-03;SIR-FLT-FUE;19
2022-04;SIR-FLT-FUE;19
2022-05;SIR-FLT-FUE;19
2022-06;SIR-FLT-FUE;19
2022-07;SIR-FLT-FUE;19
2022-08;SIR-FLT-FUE;19
2022-09;SIR-FLT-FUE;19
2022-10;SIR-FLT-FUE;19
2022-11;SIR-FLT-FUE;19
2022-12;SIR-FLT-FUE;19
2023-01;SIR-FLT-FUE;19
2023-02;SIR-FLT-FUE;19
2023-03;SIR-FLT-FUE;19
2023-04;SIR-FLT-FUE;19
2023-05;SIR-FLT-FUE;19
2023-06;SIR-FLT-FUE;19
2023-07;SIR-FLT-FUE;19
2023-08;SIR-FLT-FUE;19
2023-09;SIR-FLT-FUE;19
2023-10;SIR-FLT-FUE;19
2023-11;SIR-FLT-FUE;19
2023-12;SIR-FLT-FUE;19
2024-01;SIR-FLT-FUE;19
2024-02;SIR-FLT-FUE;19
2024-03;SIR-FLT-FUE;20
2024-04;SIR-FLT-FUE;19
2024-05;SIR-FLT-FUE;19
2024-06;SIR-FLT-FUE;20
2024-07;SIR-FLT-FUE;19
2024-08;SIR-FLT-FUE;19
2024-09;SIR-FLT-FUE;19
2024-10;SIR-FLT-FUE;20
2024-11;SIR-FLT-FUE;19
2024-12;SIR-FLT-FUE;19
2025-01;SIR-FLT-FUE;20
2025-02;SIR-FLT-FUE;20
2025-03;SIR-FLT-FUE;20
2025-04;SIR-FLT-FUE;20
2025-05;SIR-FLT-FUE;20
2025-06;SIR-FLT-FUE;20
2025-07;SIR-FLT-FUE;20
2025-08;SIR-FLT-FUE;20
2025-09;SIR-FLT-FUE;20
2025-10;SIR-FLT-FUE;20
2025-11;SIR-FLT-FUE;20
2025-12;SIR-FLT-FUE;20
2020-01;SIR-WFLT;15
2020-02;SIR-WFLT;15
2020-03;SIR-WFLT;15
2020-04;SIR-WFLT;15
2020-05;SIR-WFLT;15
2020-06;SIR-WFLT;15
2020-07;SIR-WFLT;15
2020-08;SIR-WFLT;15
2020-09;SIR-WFLT;15
2020-10;SIR-WFLT;15
2020-11;SIR-WFLT;15
2020-12;SIR-WFLT;15
2021-01;SIR-WFLT;15
2021-02;SIR-WFLT;15
2021-03;SIR-WFLT;15
2021-04;SIR-WFLT;15
2021-05;SIR-WFLT;15
2021-06;SIR-WFLT;15
2021-07;SIR-WFLT;15
2021-08;SIR-WFLT;15
2021-09;SIR-WFLT;15
2021-10;SIR-WFLT;15
2021-11;SIR-WFLT;15
2021-12;SIR-WFLT;15
2022-01;SIR-WFLT;16
2022-02;SIR-WFLT;16
2022-03;SIR-WFLT;16
2022-04;SIR-WFLT;15
2022-05;SIR-WFLT;16
2022-06;SIR-WFLT;16
2022-07;SIR-WFLT;15
2022-08;SIR-WFLT;16
2022-09;SIR-WFLT;16
2022-10;SIR-WFLT;16
2022-11;SIR-WFLT;16
2022-12;SIR-WFLT;16
2023-01;SIR-WFLT;16
2023-02;SIR-WFLT;16
2023-03;SIR-WFLT;16
2023-04;SIR-WFLT;16
2023-05;SIR-WFLT;16
2023-06;SIR-WFLT;16
2023-07;SIR-WFLT;16
2023-08;SIR-WFLT;16
2023-09;SIR-WFLT;16
2023-10;SIR-WFLT;16
2023-11;SIR-WFLT;16
2023-12;SIR-WFLT;16
2024-01;SIR-WFLT;16
2024-02;SIR-WFLT;16
2024-03;SIR-WFLT;16
2024-04;SIR-WFLT;16
2024-05;SIR-WFLT;16
2024-06;SIR-WFLT;16
2024-07;SIR-WFLT;16
2024-08;SIR-WFLT;16
2024-09;SIR-WFLT;16
2024-10;SIR-WFLT;16
2024-11;SIR-WFLT;16
2024-12;SIR-WFLT;16
2025-01;SIR-WFLT;17
2025-02;SIR-WFLT;17
2025-03;SIR-WFLT;16
2025-04;SIR-WFLT;16
2025-05;SIR-WFLT;17
2025-06;SIR-WFLT;16
2025-07;SIR-WFLT;16
2025-08;SIR-WFLT;17
2025-09;SIR-WFLT;16
2025-10;SIR-WFLT;16
2025-11;SIR-WFLT;17
2025-12;SIR-WFLT;17
2020-01;JAB-18590;5
2020-02;JAB-18590;4
2020-03;JAB-18590;5
2020-04;JAB-18590;3
2020-05;JAB-18590;3
2020-06;JAB-18590;2
2020-07;JAB-18590;2
2020-08;JAB-18590;3
2020-09;JAB-18590;4
2020-10;JAB-18590;3
2020-11;JAB-18590;3
2020-12;JAB-18590;4
2021-01;JAB-18590;3
2021-02;JAB-18590;2
2021-03;JAB-18590;2
2021-04;JAB-18590;2
2021-05;JAB-18590;1
2021-06;JAB-18590;1
2021-07;JAB-18590;2
2021-08;JAB-18590;2
2021-09;JAB-18590;3
2021-10;JAB-18590;2
2021-11;JAB-18590;2
2021-12;JAB-18590;3
2022-01;JAB-18590;3
2022-02;JAB-18590;4
2022-03;JAB-18590;5
2022-04;JAB-18590;6
2022-05;JAB-18590;8
2022-06;JAB-18590;8
2022-07;JAB-18590;9
2022-08;JAB-18590;10
2022-09;JAB-18590;11
2022-10;JAB-18590;12
2022-11;JAB-18590;13
2022-12;JAB-18590;14
2023-01;JAB-18590;25
2023-02;JAB-18590;25
2023-03;JAB-18590;26
2023-04;JAB-18590;25
2023-05;JAB-18590;25
2023-06;JAB-18590;26
2023-07;JAB-18590;25
2023-08;JAB-18590;25
2023-09;JAB-18590;26
2023-10;JAB-18590;26
2023-11;JAB-18590;25
2023-12;JAB-18590;25
2024-01;JAB-18590;26
2024-02;JAB-18590;26
2024-03;JAB-18590;26
2024-04;JAB-18590;26
2024-05;JAB-18590;26
2024-06;JAB-18590;26
2024-07;JAB-18590;26
2024-08;JAB-18590;26
2024-09;JAB-18590;26
2024-10;JAB-18590;26
2024-11;JAB-18590;26
2024-12;JAB-18590;26
2025-01;JAB-18590;26
2025-02;JAB-18590;27
2025-03;JAB-18590;26
2025-04;JAB-18590;26
2025-05;JAB-18590;26
2025-06;JAB-18590;26
2025-07;JAB-18590;26
2025-08;JAB-18590;26
2025-09;JAB-18590;27
2025-10;JAB-18590;26
2025-11;JAB-18590;26
2025-12;JAB-18590;27
2020-01;JAB-17937;18
2020-02;JAB-17937;18
2020-03;JAB-17937;18
2020-04;JAB-17937;18
2020-05;JAB-17937;18
2020-06;JAB-17937;18
2020-07;JAB-17937;18
2020-08;JAB-17937;18
2020-09;JAB-17937;18
2020-10;JAB-17937;18
2020-11;JAB-17937;18
2020-12;JAB-17937;18
2021-01;JAB-17937;18
2021-02;JAB-17937;18
2021-03;JAB-17937;18
2021-04;JAB-17937;18
2021-05;JAB-17937;18
2021-06;JAB-17937;18
2021-07;JAB-17937;18
2021-08;JAB-17937;18
2021-09;JAB-17937;18
2021-10;JAB-17937;18
2021-11;JAB-17937;18
2021-12;JAB-17937;18
2022-01;JAB-17937;19
2022-02;JAB-17937;19
2022-03;JAB-17937;19
2022-04;JAB-17937;19
2022-05;JAB-17937;19
2022-06;JAB-17937;19
2022-07;JAB-17937;19
2022-08;JAB-17937;19
2022-09;JAB-17937;19
2022-10;JAB-17937;19
2022-11;JAB-17937;19
2022-12;JAB-17937;19
2023-01;JAB-17937;19
2023-02;JAB-17937;19
2023-03;JAB-17937;19
2023-04;JAB-17937;19
2023-05;JAB-17937;19
2023-06;JAB-17937;19
2023-07;JAB-17937;19
2023-08;JAB-17937;19
2023-09;JAB-17937;19
2023-10;JAB-17937;19
2023-11;JAB-17937;19
2023-12;JAB-17937;19
2024-01;JAB-17937;19
2024-02;JAB-17937;20
2024-03;JAB-17937;19
2024-04;JAB-17937;19
2024-05;JAB-17937;20
2024-06;JAB-17937;19
2024-07;JAB-17937;19
2024-08;JAB-17937;20
2024-09;JAB-17937;19
2024-10;JAB-17937;19
2024-11;JAB-17937;20
2024-12;JAB-17937;19
2025-01;JAB-17937;20
2025-02;JAB-17937;20
2025-03;JAB-17937;20
2025-04;JAB-17937;20
2025-05;JAB-17937;20
2025-06;JAB-17937;20
2025-07;JAB-17937;20
2025-08;JAB-17937;20
2025-09;JAB-17937;20
2025-10;JAB-17937;20
2025-11;JAB-17937;20
2025-12;JAB-17937;20
2020-01;JAB-6303;12
2020-02;JAB-6303;12
2020-03;JAB-6303;12
2020-04;JAB-6303;12
2020-05;JAB-6303;12
2020-06;JAB-6303;12
2020-07;JAB-6303;12
2020-08;JAB-6303;12
2020-09;JAB-6303;12
2020-10;JAB-6303;12
2020-11;JAB-6303;12
2020-12;JAB-6303;12
2021-01;JAB-6303;12
2021-02;JAB-6303;12
2021-03;JAB-6303;12
2021-04;JAB-6303;12
2021-05;JAB-6303;12
2021-06;JAB-6303;12
2021-07;JAB-6303;12
2021-08;JAB-6303;12
2021-09;JAB-6303;12
2021-10;JAB-6303;12
2021-11;JAB-6303;12
2021-12;JAB-6303;12
2022-01;JAB-6303;13
2022-02;JAB-6303;12
2022-03;JAB-6303;12
2022-04;JAB-6303;13
2022-05;JAB-6303;12
2022-06;JAB-6303;12
2022-07;JAB-6303;13
2022-08;JAB-6303;12
2022-09;JAB-6303;12
2022-10;JAB-6303;13
2022-11;JAB-6303;12
2022-12;JAB-6303;12
2023-01;JAB-6303;13
2023-02;JAB-6303;13
2023-03;JAB-6303;13
2023-04;JAB-6303;13
2023-05;JAB-6303;13
2023-06;JAB-6303;13
2023-07;JAB-6303;13
2023-08;JAB-6303;13
2023-09;JAB-6303;13
2023-10;JAB-6303;13
2023-11;JAB-6303;13
2023-12;JAB-6303;13
2024-01;JAB-6303;13
2024-02;JAB-6303;13
2024-03;JAB-6303;13
2024-04;JAB-6303;13
2024-05;JAB-6303;13
2024-06;JAB-6303;13
2024-07;JAB-6303;13
2024-08;JAB-6303;13
2024-09;JAB-6303;13
2024-10;JAB-6303;13
2024-11;JAB-6303;13
2024-12;JAB-6303;13
2025-01;JAB-6303;13
2025-02;JAB-6303;13
2025-03;JAB-6303;13
2025-04;JAB-6303;13
2025-05;JAB-6303;13
2025-06;JAB-6303;13
2025-07;JAB-6303;13
2025-08;JAB-6303;13
2025-09;JAB-6303;13
2025-10;JAB-6303;13
2025-11;JAB-6303;13
2025-12;JAB-6303;13
2020-01;SIR-IMP-18;15
2020-02;SIR-IMP-18;15
2020-03;SIR-IMP-18;15
2020-04;SIR-IMP-18;15
2020-05;SIR-IMP-18;15
2020-06;SIR-IMP-18;15
2020-07;SIR-IMP-18;15
2020-08;SIR-IMP-18;15
2020-09;SIR-IMP-18;15
2020-10;SIR-IMP-18;15
2020-11;SIR-IMP-18;15
2020-12;SIR-IMP-18;15
2021-01;SIR-IMP-18;15
2021-02;SIR-IMP-18;15
2021-03;SIR-IMP-18;15
2021-04;SIR-IMP-18;15
2021-05;SIR-IMP-18;15
2021-06;SIR-IMP-18;15
2021-07;SIR-IMP-18;15
2021-08;SIR-IMP-18;15
2021-09;SIR-IMP-18;15
2021-10;SIR-IMP-18;15
2021-11;SIR-IMP-18;15
2021-12;SIR-IMP-18;15
2022-01;SIR-IMP-18;16
2022-02;SIR-IMP-18;16
2022-03;SIR-IMP-18;16
2022-04;SIR-IMP-18;16
2022-05;SIR-IMP-18;16
2022-06;SIR-IMP-18;15
2022-07;SIR-IMP-18;16
2022-08;SIR-IMP-18;16
2022-09;SIR-IMP-18;15
2022-10;SIR-IMP-18;16
2022-11;SIR-IMP-18;16
2022-12;SIR-IMP-18;16
2023-01;SIR-IMP-18;16
2023-02;SIR-IMP-18;16
2023-03;SIR-IMP-18;16
2023-04;SIR-IMP-18;16
2023-05;SIR-IMP-18;16
2023-06;SIR-IMP-18;16
2023-07;SIR-IMP-18;16
2023-08;SIR-IMP-18;16
2023-09;SIR-IMP-18;16
2023-10;SIR-IMP-18;16
2023-11;SIR-IMP-18;16
2023-12;SIR-IMP-18;16
2024-01;SIR-IMP-18;16
2024-02;SIR-IMP-18;16
2024-03;SIR-IMP-18;16
2024-04;SIR-IMP-18;16
2024-05;SIR-IMP-18;16
2024-06;SIR-IMP-18;16
2024-07;SIR-IMP-18;16
2024-08;SIR-IMP-18;16
2024-09;SIR-IMP-18;16
2024-10;SIR-IMP-18;16
2024-11;SIR-IMP-18;16
2024-12;SIR-IMP-18;16
2025-01;SIR-IMP-18;17
2025-02;SIR-IMP-18;16
2025-03;SIR-IMP-18;17
2025-04;SIR-IMP-18;17
2025-05;SIR-IMP-18;16
2025-06;SIR-IMP-18;17
2025-07;SIR-IMP-18;17
2025-08;SIR-IMP-18;16
2025-09;SIR-IMP-18;16
2025-10;SIR-IMP-18;17
2025-11;SIR-IMP-18;16
2025-12;SIR-IMP-18;16
2020-01;SIR-IMP-MRC;21
2020-02;SIR-IMP-MRC;21
2020-03;SIR-IMP-MRC;21
2020-04;SIR-IMP-MRC;21
2020-05;SIR-IMP-MRC;21
2020-06;SIR-IMP-MRC;21
2020-07;SIR-IMP-MRC;21
2020-08;SIR-IMP-MRC;21
2020-09;SIR-IMP-MRC;21
2020-10;SIR-IMP-MRC;21
2020-11;SIR-IMP-MRC;21
2020-12;SIR-IMP-MRC;21
2021-01;SIR-IMP-MRC;22
2021-02;SIR-IMP-MRC;21
2021-03;SIR-IMP-MRC;21
2021-04;SIR-IMP-MRC;22
2021-05;SIR-IMP-MRC;21
2021-06;SIR-IMP-MRC;21
2021-07;SIR-IMP-MRC;22
2021-08;SIR-IMP-MRC;21
2021-09;SIR-IMP-MRC;21
2021-10;SIR-IMP-MRC;21
2021-11;SIR-IMP-MRC;21
2021-12;SIR-IMP-MRC;21
2022-01;SIR-IMP-MRC;22
2022-02;SIR-IMP-MRC;22
2022-03;SIR-IMP-MRC;22
2022-04;SIR-IMP-MRC;22
2022-05;SIR-IMP-MRC;22
2022-06;SIR-IMP-MRC;22
2022-07;SIR-IMP-MRC;22
2022-08;SIR-IMP-MRC;22
2022-09;SIR-IMP-MRC;22
2022-10;SIR-IMP-MRC;22
2022-11;SIR-IMP-MRC;22
2022-12;SIR-IMP-MRC;22
2023-01;SIR-IMP-MRC;22
2023-02;SIR-IMP-MRC;22
2023-03;SIR-IMP-MRC;22
2023-04;SIR-IMP-MRC;22
2023-05;SIR-IMP-MRC;22
2023-06;SIR-IMP-MRC;22
2023-07;SIR-IMP-MRC;22
2023-08;SIR-IMP-MRC;22
2023-09;SIR-IMP-MRC;22
2023-10;SIR-IMP-MRC;22
2023-11;SIR-IMP-MRC;22
2023-12;SIR-IMP-MRC;22
2024-01;SIR-IMP-MRC;23
2024-02;SIR-IMP-MRC;23
2024-03;SIR-IMP-MRC;23
2024-04;SIR-IMP-MRC;23
2024-05;SIR-IMP-MRC;23
2024-06;SIR-IMP-MRC;23
2024-07;SIR-IMP-MRC;23
2024-08;SIR-IMP-MRC;23
2024-09;SIR-IMP-MRC;23
2024-10;SIR-IMP-MRC;23
2024-11;SIR-IMP-MRC;23
2024-12;SIR-IMP-MRC;23
2025-01;SIR-IMP-MRC;23
2025-02;SIR-IMP-MRC;23
2025-03;SIR-IMP-MRC;23
2025-04;SIR-IMP-MRC;23
2025-05;SIR-IMP-MRC;23
2025-06;SIR-IMP-MRC;23
2025-07;SIR-IMP-MRC;23
2025-08;SIR-IMP-MRC;23
2025-09;SIR-IMP-MRC;23
2025-10;SIR-IMP-MRC;23
2025-11;SIR-IMP-MRC;23
2025-12;SIR-IMP-MRC;23
2020-01;SIR-IMP-VOL;12
2020-02;SIR-IMP-VOL;12
2020-03;SIR-IMP-VOL;12
2020-04;SIR-IMP-VOL;12
2020-05;SIR-IMP-VOL;12
2020-06;SIR-IMP-VOL;12
2020-07;SIR-IMP-VOL;12
2020-08;SIR-IMP-VOL;12
2020-09;SIR-IMP-VOL;12
2020-10;SIR-IMP-VOL;12
2020-11;SIR-IMP-VOL;12
2020-12;SIR-IMP-VOL;12
2021-01;SIR-IMP-VOL;12
2021-02;SIR-IMP-VOL;12
2021-03;SIR-IMP-VOL;12
2021-04;SIR-IMP-VOL;12
2021-05;SIR-IMP-VOL;12
2021-06;SIR-IMP-VOL;12
2021-07;SIR-IMP-VOL;12
2021-08;SIR-IMP-VOL;12
2021-09;SIR-IMP-VOL;12
2021-10;SIR-IMP-VOL;12
2021-11;SIR-IMP-VOL;12
2021-12;SIR-IMP-VOL;12
2022-01;SIR-IMP-VOL;12
2022-02;SIR-IMP-VOL;12
2022-03;SIR-IMP-VOL;13
2022-04;SIR-IMP-VOL;12
2022-05;SIR-IMP-VOL;12
2022-06;SIR-IMP-VOL;13
2022-07;SIR-IMP-VOL;13
2022-08;SIR-IMP-VOL;12
2022-09;SIR-IMP-VOL;12
2022-10;SIR-IMP-VOL;13
2022-11;SIR-IMP-VOL;12
2022-12;SIR-IMP-VOL;12
2023-01;SIR-IMP-VOL;13
2023-02;SIR-IMP-VOL;13
2023-03;SIR-IMP-VOL;13
2023-04;SIR-IMP-VOL;13
2023-05;SIR-IMP-VOL;13
2023-06;SIR-IMP-VOL;13
2023-07;SIR-IMP-VOL;13
2023-08;SIR-IMP-VOL;13
2023-09;SIR-IMP-VOL;13
2023-10;SIR-IMP-VOL;13
2023-11;SIR-IMP-VOL;13
2023-12;SIR-IMP-VOL;13
2024-01;SIR-IMP-VOL;13
2024-02;SIR-IMP-VOL;13
2024-03;SIR-IMP-VOL;13
2024-04;SIR-IMP-VOL;13
2024-05;SIR-IMP-VOL;13
2024-06;SIR-IMP-VOL;13
2024-07;SIR-IMP-VOL;13
2024-08;SIR-IMP-VOL;13
2024-09;SIR-IMP-VOL;13
2024-10;SIR-IMP-VOL;13
2024-11;SIR-IMP-VOL;13
2024-12;SIR-IMP-VOL;13
2025-01;SIR-IMP-VOL;13
2025-02;SIR-IMP-VOL;13
2025-03;SIR-IMP-VOL;13
2025-04;SIR-IMP-VOL;13
2025-05;SIR-IMP-VOL;13
2025-06;SIR-IMP-VOL;13
2025-07;SIR-IMP-VOL;13
2025-08;SIR-IMP-VOL;13
2025-09;SIR-IMP-VOL;13
2025-10;SIR-IMP-VOL;13
2025-11;SIR-IMP-VOL;13
2025-12;SIR-IMP-VOL;13
2020-01;AZN-MRC75;36
2020-02;AZN-MRC75;36
2020-03;AZN-MRC75;36
2020-04;AZN-MRC75;36
2020-05;AZN-MRC75;36
2020-06;AZN-MRC75;36
2020-07;AZN-MRC75;36
2020-08;AZN-MRC75;36
2020-09;AZN-MRC75;36
2020-10;AZN-MRC75;36
2020-11;AZN-MRC75;36
2020-12;AZN-MRC75;36
2021-01;AZN-MRC75;37
2021-02;AZN-MRC75;37
2021-03;AZN-MRC75;37
2021-04;AZN-MRC75;37
2021-05;AZN-MRC75;36
2021-06;AZN-MRC75;37
2021-07;AZN-MRC75;37
2021-08;AZN-MRC75;36
2021-09;AZN-MRC75;37
2021-10;AZN-MRC75;37
2021-11;AZN-MRC75;37
2021-12;AZN-MRC75;37
2022-01;AZN-MRC75;37
2022-02;AZN-MRC75;37
2022-03;AZN-MRC75;38
2022-04;AZN-MRC75;38
2022-05;AZN-MRC75;37
2022-06;AZN-MRC75;37
2022-07;AZN-MRC75;38
2022-08;AZN-MRC75;37
2022-09;AZN-MRC75;37
2022-10;AZN-MRC75;38
2022-11;AZN-MRC75;37
2022-12;AZN-MRC75;37
2023-01;AZN-MRC75;38
2023-02;AZN-MRC75;38
2023-03;AZN-MRC75;38
2023-04;AZN-MRC75;38
2023-05;AZN-MRC75;38
2023-06;AZN-MRC75;38
2023-07;AZN-MRC75;39
2023-08;AZN-MRC75;38
2023-09;AZN-MRC75;38
2023-10;AZN-MRC75;38
2023-11;AZN-MRC75;38
2023-12;AZN-MRC75;38
2024-01;AZN-MRC75;39
2024-02;AZN-MRC75;39
2024-03;AZN-MRC75;39
2024-04;AZN-MRC75;39
2024-05;AZN-MRC75;39
2024-06;AZN-MRC75;39
2024-07;AZN-MRC75;39
2024-08;AZN-MRC75;39
2024-09;AZN-MRC75;39
2024-10;AZN-MRC75;39
2024-11;AZN-MRC75;39
2024-12;AZN-MRC75;39
2025-01;AZN-MRC75;40
2025-02;AZN-MRC75;40
2025-03;AZN-MRC75;39
2025-04;AZN-MRC75;39
2025-05;AZN-MRC75;40
2025-06;AZN-MRC75;40
2025-07;AZN-MRC75;39
2025-08;AZN-MRC75;40
2025-09;AZN-MRC75;40
2025-10;AZN-MRC75;39
2025-11;AZN-MRC75;40
2025-12;AZN-MRC75;40
2020-01;AZN-MRC150;27
2020-02;AZN-MRC150;27
2020-03;AZN-MRC150;27
2020-04;AZN-MRC150;27
2020-05;AZN-MRC150;27
2020-06;AZN-MRC150;27
2020-07;AZN-MRC150;27
2020-08;AZN-MRC150;27
2020-09;AZN-MRC150;27
2020-10;AZN-MRC150;27
2020-11;AZN-MRC150;27
2020-12;AZN-MRC150;27
2021-01;AZN-MRC150;28
2021-02;AZN-MRC150;27
2021-03;AZN-MRC150;28
2021-04;AZN-MRC150;28
2021-05;AZN-MRC150;27
2021-06;AZN-MRC150;27
2021-07;AZN-MRC150;28
2021-08;AZN-MRC150;28
2021-09;AZN-MRC150;27
2021-10;AZN-MRC150;28
2021-11;AZN-MRC150;28
2021-12;AZN-MRC150;27
2022-01;AZN-MRC150;28
2022-02;AZN-MRC150;28
2022-03;AZN-MRC150;28
2022-04;AZN-MRC150;28
2022-05;AZN-MRC150;28
2022-06;AZN-MRC150;28
2022-07;AZN-MRC150;28
2022-08;AZN-MRC150;28
2022-09;AZN-MRC150;28
2022-10;AZN-MRC150;28
2022-11;AZN-MRC150;28
2022-12;AZN-MRC150;28
2023-01;AZN-MRC150;28
2023-02;AZN-MRC150;29
2023-03;AZN-MRC150;29
2023-04;AZN-MRC150;28
2023-05;AZN-MRC150;29
2023-06;AZN-MRC150;29
2023-07;AZN-MRC150;29
2023-08;AZN-MRC150;28
2023-09;AZN-MRC150;29
2023-10;AZN-MRC150;29
2023-11;AZN-MRC150;28
2023-12;AZN-MRC150;29
2024-01;AZN-MRC150;29
2024-02;AZN-MRC150;29
2024-03;AZN-MRC150;29
2024-04;AZN-MRC150;29
2024-05;AZN-MRC150;29
2024-06;AZN-MRC150;29
2024-07;AZN-MRC150;29
2024-08;AZN-MRC150;29
2024-09;AZN-MRC150;29
2024-10;AZN-MRC150;29
2024-11;AZN-MRC150;29
2024-12;AZN-MRC150;29
2025-01;AZN-MRC150;30
2025-02;AZN-MRC150;30
2025-03;AZN-MRC150;30
2025-04;AZN-MRC150;30
2025-05;AZN-MRC150;30
2025-06;AZN-MRC150;30
2025-07;AZN-MRC150;30
2025-08;AZN-MRC150;30
2025-09;AZN-MRC150;30
2025-10;AZN-MRC150;29
2025-11;AZN-MRC150;30
2025-12;AZN-MRC150;30
2020-01;AZN-TAB40;33
2020-02;AZN-TAB40;33
2020-03;AZN-TAB40;33
2020-04;AZN-TAB40;33
2020-05;AZN-TAB40;33
2020-06;AZN-TAB40;33
2020-07;AZN-TAB40;33
2020-08;AZN-TAB40;33
2020-09;AZN-TAB40;33
2020-10;AZN-TAB40;33
2020-11;AZN-TAB40;33
2020-12;AZN-TAB40;33
2021-01;AZN-TAB40;34
2021-02;AZN-TAB40;34
2021-03;AZN-TAB40;33
2021-04;AZN-TAB40;34
2021-05;AZN-TAB40;34
2021-06;AZN-TAB40;33
2021-07;AZN-TAB40;34
2021-08;AZN-TAB40;34
2021-09;AZN-TAB40;33
2021-10;AZN-TAB40;34
2021-11;AZN-TAB40;34
2021-12;AZN-TAB40;34
2022-01;AZN-TAB40;34
2022-02;AZN-TAB40;35
2022-03;AZN-TAB40;34
2022-04;AZN-TAB40;34
2022-05;AZN-TAB40;35
2022-06;AZN-TAB40;34
2022-07;AZN-TAB40;34
2022-08;AZN-TAB40;35
2022-09;AZN-TAB40;34
2022-10;AZN-TAB40;34
2022-11;AZN-TAB40;34
2022-12;AZN-TAB40;34
2023-01;AZN-TAB40;35
2023-02;AZN-TAB40;35
2023-03;AZN-TAB40;35
2023-04;AZN-TAB40;35
2023-05;AZN-TAB40;35
2023-06;AZN-TAB40;35
2023-07;AZN-TAB40;35
2023-08;AZN-TAB40;35
2023-09;AZN-TAB40;35
2023-10;AZN-TAB40;35
2023-11;AZN-TAB40;35
2023-12;AZN-TAB40;35
2024-01;AZN-TAB40;36
2024-02;AZN-TAB40;35
2024-03;AZN-TAB40;36
2024-04;AZN-TAB40;36
2024-05;AZN-TAB40;35
2024-06;AZN-TAB40;36
