fecha;cod_producto;unidades;precio_real
2020-03;MRC-FLT-FUEL;12;6.20
2020-04;MRC-FLT-FUEL;12;6.20
2020-05;MRC-FLT-FUEL;14;6.20
2020-06;MRC-FLT-FUEL;15;6.20
2020-07;MRC-FLT-FUEL;15;6.20
2020-08;MRC-FLT-FUEL;13;6.20
2020-09;MRC-FLT-FUEL;13;6.20
2020-10;MRC-FLT-FUEL;13;6.20
2020-11;MRC-FLT-FUEL;10;6.20
2020-12;MRC-FLT-FUEL;10;6.20
2021-01;MRC-FLT-FUEL;11;6.29
2021-02;MRC-FLT-FUEL;11;6.29
2021-03;MRC-FLT-FUEL;13;6.29
2021-04;MRC-FLT-FUEL;13;6.29
2021-05;MRC-FLT-FUEL;15;6.29
2021-06;MRC-FLT-FUEL;17;6.29
2021-07;MRC-FLT-FUEL;14;6.29
2021-08;MRC-FLT-FUEL;14;6.29
2021-09;MRC-FLT-FUEL;14;6.29
2021-10;MRC-FLT-FUEL;12;6.29
2021-11;MRC-FLT-FUEL;11;6.29
2021-12;MRC-FLT-FUEL;11;6.29
2022-01;MRC-FLT-FUEL;12;6.37
2022-02;MRC-FLT-FUEL;12;6.37
2022-03;MRC-FLT-FUEL;13;6.37
2022-04;MRC-FLT-FUEL;15;6.37
2022-05;MRC-FLT-FUEL;16;6.37
2022-06;MRC-FLT-FUEL;18;6.37
2022-07;MRC-FLT-FUEL;16;6.37
2022-08;MRC-FLT-FUEL;16;6.37
2022-09;MRC-FLT-FUEL;16;6.37
2022-10;MRC-FLT-FUEL;13;6.37
2022-11;MRC-FLT-FUEL;12;6.37
2022-12;MRC-FLT-FUEL;12;6.37
2023-01;MRC-FLT-FUEL;13;6.46
2023-02;MRC-FLT-FUEL;13;6.46
2023-03;MRC-FLT-FUEL;14;6.46
2023-04;MRC-FLT-FUEL;16;6.46
2023-05;MRC-FLT-FUEL;18;6.46
2023-06;MRC-FLT-FUEL;17;6.46
2023-07;MRC-FLT-FUEL;18;6.46
2023-08;MRC-FLT-FUEL;17;6.46
2023-09;MRC-FLT-FUEL;15;6.46
2023-10;MRC-FLT-FUEL;15;6.46
2023-11;MRC-FLT-FUEL;14;6.46
2023-12;MRC-FLT-FUEL;13;6.46
2024-01;MRC-FLT-FUEL;15;6.55
2024-02;MRC-FLT-FUEL;14;6.55
2024-03;MRC-FLT-FUEL;15;6.55
2024-04;MRC-FLT-FUEL;18;6.55
2024-05;MRC-FLT-FUEL;20;6.55
2024-06;MRC-FLT-FUEL;19;6.55
2024-07;MRC-FLT-FUEL;19;6.55
2024-08;MRC-FLT-FUEL;19;6.55
2024-09;MRC-FLT-FUEL;16;6.55
2024-10;MRC-FLT-FUEL;16;6.55
2024-11;MRC-FLT-FUEL;15;6.55
2024-12;MRC-FLT-FUEL;12;6.55
2025-01;MRC-FLT-FUEL;16;6.63
2025-02;MRC-FLT-FUEL;14;6.63
2025-03;MRC-FLT-FUEL;17;6.63
2025-04;MRC-FLT-FUEL;20;6.63
2025-05;MRC-FLT-FUEL;19;6.63
2025-06;MRC-FLT-FUEL;21;6.63
2025-07;MRC-FLT-FUEL;21;6.63
2025-08;MRC-FLT-FUEL;21;6.63
2025-09;MRC-FLT-FUEL;18;6.63
2025-10;MRC-FLT-FUEL;18;6.63
2025-11;MRC-FLT-FUEL;16;6.63
2025-12;MRC-FLT-FUEL;14;6.63
2020-01;MRC-FLT-WTR;9;7.80
2020-02;MRC-FLT-WTR;8;7.80
2020-03;MRC-FLT-WTR;10;7.80
2020-04;MRC-FLT-WTR;11;7.80
2020-05;MRC-FLT-WTR;11;7.80
2020-06;MRC-FLT-WTR;12;7.80
2020-07;MRC-FLT-WTR;12;7.80
2020-08;MRC-FLT-WTR;10;7.80
2020-09;MRC-FLT-WTR;10;7.80
2020-10;MRC-FLT-WTR;10;7.80
2020-11;MRC-FLT-WTR;9;7.80
2020-12;MRC-FLT-WTR;8;7.80
2021-01;MRC-FLT-WTR;10;7.91
2021-02;MRC-FLT-WTR;8;7.91
2021-03;MRC-FLT-WTR;11;7.91
2021-04;MRC-FLT-WTR;12;7.91
2021-05;MRC-FLT-WTR;12;7.91
2021-06;MRC-FLT-WTR;13;7.91
2021-07;MRC-FLT-WTR;13;7.91
2021-08;MRC-FLT-WTR;11;7.91
2021-09;MRC-FLT-WTR;11;7.91
2021-10;MRC-FLT-WTR;11;7.91
2021-11;MRC-FLT-WTR;9;7.91
2021-12;MRC-FLT-WTR;9;7.91
2022-01;MRC-FLT-WTR;9;8.02
2022-02;MRC-FLT-WTR;9;8.02
2022-03;MRC-FLT-WTR;12;8.02
2022-04;MRC-FLT-WTR;11;8.02
2022-05;MRC-FLT-WTR;13;8.02
2022-06;MRC-FLT-WTR;14;8.02
2022-07;MRC-FLT-WTR;14;8.02
2022-08;MRC-FLT-WTR;12;8.02
2022-09;MRC-FLT-WTR;12;8.02
2022-10;MRC-FLT-WTR;12;8.02
2022-11;MRC-FLT-WTR;10;8.02
2022-12;MRC-FLT-WTR;9;8.02
2023-01;MRC-FLT-WTR;10;8.13
2023-02;MRC-FLT-WTR;10;8.13
2023-03;MRC-FLT-WTR;13;8.13
2023-04;MRC-FLT-WTR;13;8.13
2023-05;MRC-FLT-WTR;14;8.13
2023-06;MRC-FLT-WTR;16;8.13
2023-07;MRC-FLT-WTR;14;8.13
2023-08;MRC-FLT-WTR;14;8.13
2023-09;MRC-FLT-WTR;13;8.13
2023-10;MRC-FLT-WTR;11;8.13
2023-11;MRC-FLT-WTR;10;8.13
2023-12;MRC-FLT-WTR;10;8.13
2024-01;MRC-FLT-WTR;11;8.24
2024-02;MRC-FLT-WTR;11;8.24
2024-03;MRC-FLT-WTR;14;8.24
2024-04;MRC-FLT-WTR;14;8.24
2024-05;MRC-FLT-WTR;15;8.24
2024-06;MRC-FLT-WTR;17;8.24
2024-07;MRC-FLT-WTR;15;8.24
2024-08;MRC-FLT-WTR;15;8.24
2024-09;MRC-FLT-WTR;15;8.24
2024-10;MRC-FLT-WTR;12;8.24
2024-11;MRC-FLT-WTR;11;8.24
2024-12;MRC-FLT-WTR;11;8.24
2025-01;MRC-FLT-WTR;12;8.35
2025-02;MRC-FLT-WTR;12;8.35
2025-03;MRC-FLT-WTR;13;8.35
2025-04;MRC-FLT-WTR;15;8.35
2025-05;MRC-FLT-WTR;17;8.35
2025-06;MRC-FLT-WTR;16;8.35
2025-07;MRC-FLT-WTR;16;8.35
2025-08;MRC-FLT-WTR;16;8.35
2025-09;MRC-FLT-WTR;16;8.35
2025-10;MRC-FLT-WTR;14;8.35
2025-11;MRC-FLT-WTR;13;8.35
2025-12;MRC-FLT-WTR;12;8.35
2020-01;QSV-WSEP;7;12.50
2020-02;QSV-WSEP;6;12.50
2020-03;QSV-WSEP;8;12.50
2020-04;QSV-WSEP;9;12.50
2020-05;QSV-WSEP;9;12.50
2020-06;QSV-WSEP;10;12.50
2020-07;QSV-WSEP;10;12.50
2020-08;QSV-WSEP;8;12.50
2020-09;QSV-WSEP;8;12.50
2020-10;QSV-WSEP;8;12.50
2020-11;QSV-WSEP;8;12.50
2020-12;QSV-WSEP;6;12.50
2021-01;QSV-WSEP;7;12.68
2021-02;QSV-WSEP;7;12.68
2021-03;QSV-WSEP;9;12.68
2021-04;QSV-WSEP;10;12.68
2021-05;QSV-WSEP;10;12.68
2021-06;QSV-WSEP;11;12.68
2021-07;QSV-WSEP;11;12.68
2021-08;QSV-WSEP;9;12.68
2021-09;QSV-WSEP;9;12.68
2021-10;QSV-WSEP;9;12.68
2021-11;QSV-WSEP;7;12.68
2021-12;QSV-WSEP;7;12.68
2022-01;QSV-WSEP;8;12.85
2022-02;QSV-WSEP;8;12.85
2022-03;QSV-WSEP;10;12.85
2022-04;QSV-WSEP;9;12.85
2022-05;QSV-WSEP;11;12.85
2022-06;QSV-WSEP;12;12.85
2022-07;QSV-WSEP;10;12.85
2022-08;QSV-WSEP;10;12.85
2022-09;QSV-WSEP;10;12.85
2022-10;QSV-WSEP;10;12.85
2022-11;QSV-WSEP;8;12.85
2022-12;QSV-WSEP;8;12.85
2023-01;QSV-WSEP;9;13.03
2023-02;QSV-WSEP;8;13.03
2023-03;QSV-WSEP;10;13.03
2023-04;QSV-WSEP;10;13.03
2023-05;QSV-WSEP;12;13.03
2023-06;QSV-WSEP;13;13.03
2023-07;QSV-WSEP;11;13.03
2023-08;QSV-WSEP;11;13.03
2023-09;QSV-WSEP;11;13.03
2023-10;QSV-WSEP;9;13.03
2023-11;QSV-WSEP;9;13.03
2023-12;QSV-WSEP;9;13.03
2024-01;QSV-WSEP;9;13.20
2024-02;QSV-WSEP;9;13.20
2024-03;QSV-WSEP;10;13.20
2024-04;QSV-WSEP;11;13.20
2024-05;QSV-WSEP;13;13.20
2024-06;QSV-WSEP;14;13.20
2024-07;QSV-WSEP;12;13.20
2024-08;QSV-WSEP;12;13.20
2024-09;QSV-WSEP;12;13.20
2024-10;QSV-WSEP;10;13.20
2024-11;QSV-WSEP;10;13.20
2024-12;QSV-WSEP;9;13.20
2025-01;QSV-WSEP;10;13.38
2025-02;QSV-WSEP;10;13.38
2025-03;QSV-WSEP;11;13.38
2025-04;QSV-WSEP;13;13.38
2025-05;QSV-WSEP;14;13.38
2025-06;QSV-WSEP;13;13.38
2025-07;QSV-WSEP;14;13.38
2025-08;QSV-WSEP;14;13.38
2025-09;QSV-WSEP;12;13.38
2025-10;QSV-WSEP;11;13.38
2025-11;QSV-WSEP;11;13.38
2025-12;QSV-WSEP;10;13.38
2020-01;SIR-FLT-FUE;5;5.90
2020-02;SIR-FLT-FUE;5;5.90
2020-03;SIR-FLT-FUE;6;5.90
2020-04;SIR-FLT-FUE;7;5.90
2020-05;SIR-FLT-FUE;7;5.90
2020-06;SIR-FLT-FUE;7;5.90
2020-07;SIR-FLT-FUE;7;5.90
2020-08;SIR-FLT-FUE;7;5.90
2020-09;SIR-FLT-FUE;6;5.90
2020-10;SIR-FLT-FUE;6;5.90
2020-11;SIR-FLT-FUE;5;5.90
2020-12;SIR-FLT-FUE;5;5.90
2021-01;SIR-FLT-FUE;6;5.98
2021-02;SIR-FLT-FUE;5;5.98
2021-03;SIR-FLT-FUE;6;5.98
2021-04;SIR-FLT-FUE;7;5.98
2021-05;SIR-FLT-FUE;7;5.98
2021-06;SIR-FLT-FUE;8;5.98
2021-07;SIR-FLT-FUE;8;5.98
2021-08;SIR-FLT-FUE;8;5.98
2021-09;SIR-FLT-FUE;6;5.98
2021-10;SIR-FLT-FUE;6;5.98
2021-11;SIR-FLT-FUE;6;5.98
2021-12;SIR-FLT-FUE;5;5.98
2022-01;SIR-FLT-FUE;6;6.07
2022-02;SIR-FLT-FUE;5;6.07
2022-03;SIR-FLT-FUE;7;6.07
2022-04;SIR-FLT-FUE;8;6.07
2022-05;SIR-FLT-FUE;7;6.07
2022-06;SIR-FLT-FUE;8;6.07
2022-07;SIR-FLT-FUE;8;6.07
2022-08;SIR-FLT-FUE;7;6.07
2022-09;SIR-FLT-FUE;7;6.07
2022-10;SIR-FLT-FUE;7;6.07
2022-11;SIR-FLT-FUE;5;6.07
2022-12;SIR-FLT-FUE;5;6.07
2023-01;SIR-FLT-FUE;6;6.15
2023-02;SIR-FLT-FUE;6;6.15
2023-03;SIR-FLT-FUE;7;6.15
2023-04;SIR-FLT-FUE;8;6.15
2023-05;SIR-FLT-FUE;8;6.15
2023-06;SIR-FLT-FUE;9;6.15
2023-07;SIR-FLT-FUE;9;6.15
2023-08;SIR-FLT-FUE;8;6.15
2023-09;SIR-FLT-FUE;8;6.15
2023-10;SIR-FLT-FUE;8;6.15
2023-11;SIR-FLT-FUE;6;6.15
2023-12;SIR-FLT-FUE;6;6.15
2024-01;SIR-FLT-FUE;6;6.23
2024-02;SIR-FLT-FUE;6;6.23
2024-03;SIR-FLT-FUE;8;6.23
2024-04;SIR-FLT-FUE;8;6.23
2024-05;SIR-FLT-FUE;9;6.23
2024-06;SIR-FLT-FUE;10;6.23
2024-07;SIR-FLT-FUE;8;6.23
2024-08;SIR-FLT-FUE;8;6.23
2024-09;SIR-FLT-FUE;8;6.23
2024-10;SIR-FLT-FUE;8;6.23
2024-11;SIR-FLT-FUE;6;6.23
2024-12;SIR-FLT-FUE;6;6.23
2025-01;SIR-FLT-FUE;7;6.31
2025-02;SIR-FLT-FUE;7;6.31
2025-03;SIR-FLT-FUE;8;6.31
2025-04;SIR-FLT-FUE;8;6.31
2025-05;SIR-FLT-FUE;9;6.31
2025-06;SIR-FLT-FUE;10;6.31
2025-07;SIR-FLT-FUE;9;6.31
2025-08;SIR-FLT-FUE;9;6.31
2025-09;SIR-FLT-FUE;9;6.31
2025-10;SIR-FLT-FUE;8;6.31
2025-11;SIR-FLT-FUE;7;6.31
2025-12;SIR-FLT-FUE;7;6.31
2020-01;SIR-WFLT;5;10.80
2020-02;SIR-WFLT;4;10.80
2020-03;SIR-WFLT;5;10.80
2020-04;SIR-WFLT;6;10.80
2020-05;SIR-WFLT;5;10.80
2020-06;SIR-WFLT;6;10.80
2020-07;SIR-WFLT;6;10.80
2020-08;SIR-WFLT;5;10.80
2020-09;SIR-WFLT;5;10.80
2020-10;SIR-WFLT;5;10.80
2020-11;SIR-WFLT;4;10.80
2020-12;SIR-WFLT;4;10.80
2021-01;SIR-WFLT;4;10.95
2021-02;SIR-WFLT;4;10.95
2021-03;SIR-WFLT;5;10.95
2021-04;SIR-WFLT;6;10.95
2021-05;SIR-WFLT;6;10.95
2021-06;SIR-WFLT;6;10.95
2021-07;SIR-WFLT;7;10.95
2021-08;SIR-WFLT;6;10.95
2021-09;SIR-WFLT;6;10.95
2021-10;SIR-WFLT;6;10.95
2021-11;SIR-WFLT;4;10.95
2021-12;SIR-WFLT;4;10.95
2022-01;SIR-WFLT;5;11.10
2022-02;SIR-WFLT;5;11.10
2022-03;SIR-WFLT;6;11.10
2022-04;SIR-WFLT;6;11.10
2022-05;SIR-WFLT;6;11.10
2022-06;SIR-WFLT;7;11.10
2022-07;SIR-WFLT;6;11.10
2022-08;SIR-WFLT;6;11.10
2022-09;SIR-WFLT;6;11.10
2022-10;SIR-WFLT;6;11.10
2022-11;SIR-WFLT;5;11.10
2022-12;SIR-WFLT;5;11.10
2023-01;SIR-WFLT;5;11.25
2023-02;SIR-WFLT;5;11.25
2023-03;SIR-WFLT;6;11.25
2023-04;SIR-WFLT;6;11.25
2023-05;SIR-WFLT;7;11.25
2023-06;SIR-WFLT;7;11.25
2023-07;SIR-WFLT;6;11.25
2023-08;SIR-WFLT;6;11.25
2023-09;SIR-WFLT;6;11.25
2023-10;SIR-WFLT;5;11.25
2023-11;SIR-WFLT;5;11.25
2023-12;SIR-WFLT;5;11.25
2024-01;SIR-WFLT;5;11.40
2024-02;SIR-WFLT;5;11.40
2024-03;SIR-WFLT;6;11.40
2024-04;SIR-WFLT;6;11.40
2024-05;SIR-WFLT;7;11.40
2024-06;SIR-WFLT;8;11.40
2024-07;SIR-WFLT;7;11.40
2024-08;SIR-WFLT;7;11.40
2024-09;SIR-WFLT;7;11.40
2024-10;SIR-WFLT;6;11.40
2024-11;SIR-WFLT;5;11.40
2024-12;SIR-WFLT;5;11.40
2025-01;SIR-WFLT;6;11.56
2025-02;SIR-WFLT;6;11.56
2025-03;SIR-WFLT;6;11.56
2025-04;SIR-WFLT;7;11.56
2025-05;SIR-WFLT;8;11.56
2025-06;SIR-WFLT;7;11.56
2025-07;SIR-WFLT;7;11.56
2025-08;SIR-WFLT;7;11.56
2025-09;SIR-WFLT;6;11.56
2025-10;SIR-WFLT;6;11.56
2025-11;SIR-WFLT;6;11.56
2025-12;SIR-WFLT;6;11.56
2020-01;JAB-18590;4;27.00
2020-02;JAB-18590;3;27.00
2020-03;JAB-18590;4;27.00
2020-04;JAB-18590;2;27.00
2020-05;JAB-18590;2;27.00
2020-06;JAB-18590;1;27.00
2020-07;JAB-18590;1;27.00
2020-08;JAB-18590;2;27.00
2020-09;JAB-18590;3;27.00
2020-10;JAB-18590;2;27.00
2020-11;JAB-18590;2;27.00
2020-12;JAB-18590;3;27.00
2021-01;JAB-18590;2;27.38
2021-02;JAB-18590;1;27.38
2021-03;JAB-18590;1;27.38
2021-04;JAB-18590;1;27.38
2021-05;JAB-18590;0;27.38
2021-06;JAB-18590;0;27.38
2021-07;JAB-18590;1;27.38
2021-08;JAB-18590;1;27.38
2021-09;JAB-18590;2;27.38
2021-10;JAB-18590;1;27.38
2021-11;JAB-18590;1;27.38
2021-12;JAB-18590;2;27.38
2022-01;JAB-18590;2;27.76
2022-02;JAB-18590;3;27.76
2022-03;JAB-18590;4;27.76
2022-04;JAB-18590;5;27.76
2022-05;JAB-18590;7;27.76
2022-06;JAB-18590;7;27.76
2022-07;JAB-18590;8;27.76
2022-08;JAB-18590;9;27.76
2022-09;JAB-18590;10;27.76
2022-10;JAB-18590;10;27.76
2022-11;JAB-18590;8;27.76
2022-12;JAB-18590;8;27.76
2023-01;JAB-18590;8;28.13
2023-02;JAB-18590;8;28.13
2023-03;JAB-18590;10;28.13
2023-04;JAB-18590;10;28.13
2023-05;JAB-18590;12;28.13
2023-06;JAB-18590;13;28.13
2023-07;JAB-18590;11;28.13
2023-08;JAB-18590;11;28.13
2023-09;JAB-18590;11;28.13
2023-10;JAB-18590;9;28.13
2023-11;JAB-18590;9;28.13
2023-12;JAB-18590;8;28.13
2024-01;JAB-18590;9;28.51
2024-02;JAB-18590;9;28.51
2024-03;JAB-18590;11;28.51
2024-04;JAB-18590;11;28.51
2024-05;JAB-18590;13;28.51
2024-06;JAB-18590;14;28.51
2024-07;JAB-18590;12;28.51
2024-08;JAB-18590;12;28.51
2024-09;JAB-18590;12;28.51
2024-10;JAB-18590;10;28.51
2024-11;JAB-18590;9;28.51
2024-12;JAB-18590;9;28.51
2025-01;JAB-18590;10;28.89
2025-02;JAB-18590;10;28.89
2025-03;JAB-18590;11;28.89
2025-04;JAB-18590;12;28.89
2025-05;JAB-18590;14;28.89
2025-06;JAB-18590;13;28.89
2025-07;JAB-18590;14;28.89
2025-08;JAB-18590;13;28.89
2025-09;JAB-18590;13;28.89
2025-10;JAB-18590;11;28.89
2025-11;JAB-18590;10;28.89
2025-12;JAB-18590;10;28.89
2020-01;JAB-17937;5;21.00
2020-02;JAB-17937;5;21.00
2020-03;JAB-17937;6;21.00
2020-04;JAB-17937;6;21.00
2020-05;JAB-17937;7;21.00
2020-06;JAB-17937;7;21.00
2020-07;JAB-17937;8;21.00
2020-08;JAB-17937;6;21.00
2020-09;JAB-17937;6;21.00
2020-10;JAB-17937;6;21.00
2020-11;JAB-17937;5;21.00
2020-12;JAB-17937;5;21.00
2021-01;JAB-17937;5;21.29
2021-02;JAB-17937;5;21.29
2021-03;JAB-17937;7;21.29
2021-04;JAB-17937;7;21.29
2021-05;JAB-17937;7;21.29
2021-06;JAB-17937;8;21.29
2021-07;JAB-17937;7;21.29
2021-08;JAB-17937;7;21.29
2021-09;JAB-17937;7;21.29
2021-10;JAB-17937;6;21.29
2021-11;JAB-17937;5;21.29
2021-12;JAB-17937;5;21.29
2022-01;JAB-17937;6;21.59
2022-02;JAB-17937;6;21.59
2022-03;JAB-17937;7;21.59
2022-04;JAB-17937;7;21.59
2022-05;JAB-17937;8;21.59
2022-06;JAB-17937;9;21.59
2022-07;JAB-17937;8;21.59
2022-08;JAB-17937;8;21.59
2022-09;JAB-17937;8;21.59
2022-10;JAB-17937;6;21.59
2022-11;JAB-17937;6;21.59
2022-12;JAB-17937;6;21.59
2023-01;JAB-17937;6;21.88
2023-02;JAB-17937;6;21.88
2023-03;JAB-17937;7;21.88
2023-04;JAB-17937;8;21.88
2023-05;JAB-17937;9;21.88
2023-06;JAB-17937;8;21.88
2023-07;JAB-17937;8;21.88
2023-08;JAB-17937;8;21.88
2023-09;JAB-17937;8;21.88
2023-10;JAB-17937;7;21.88
2023-11;JAB-17937;6;21.88
2023-12;JAB-17937;6;21.88
2024-01;JAB-17937;7;22.18
2024-02;JAB-17937;7;22.18
2024-03;JAB-17937;7;22.18
2024-04;JAB-17937;8;22.18
2024-05;JAB-17937;9;22.18
2024-06;JAB-17937;9;22.18
2024-07;JAB-17937;9;22.18
2024-08;JAB-17937;9;22.18
2024-09;JAB-17937;8;22.18
2024-10;JAB-17937;7;22.18
2024-11;JAB-17937;7;22.18
2024-12;JAB-17937;6;22.18
2025-01;JAB-17937;7;22.47
2025-02;JAB-17937;6;22.47
2025-03;JAB-17937;8;22.47
2025-04;JAB-17937;9;22.47
2025-05;JAB-17937;10;22.47
2025-06;JAB-17937;9;22.47
2025-07;JAB-17937;10;22.47
2025-08;JAB-17937;10;22.47
2025-09;JAB-17937;8;22.47
2025-10;JAB-17937;8;22.47
2025-11;JAB-17937;7;22.47
2025-12;JAB-17937;6;22.47
2020-01;JAB-6303;4;33.00
2020-02;JAB-6303;3;33.00
2020-03;JAB-6303;4;33.00
2020-04;JAB-6303;4;33.00
2020-05;JAB-6303;5;33.00
2020-06;JAB-6303;5;33.00
2020-07;JAB-6303;5;33.00
2020-08;JAB-6303;5;33.00
2020-09;JAB-6303;4;33.00
2020-10;JAB-6303;4;33.00
2020-11;JAB-6303;4;33.00
2020-12;JAB-6303;3;33.00
2021-01;JAB-6303;4;33.46
2021-02;JAB-6303;3;33.46
2021-03;JAB-6303;4;33.46
2021-04;JAB-6303;5;33.46
2021-05;JAB-6303;5;33.46
2021-06;JAB-6303;5;33.46
2021-07;JAB-6303;5;33.46
2021-08;JAB-6303;5;33.46
2021-09;JAB-6303;4;33.46
2021-10;JAB-6303;4;33.46
2021-11;JAB-6303;4;33.46
2021-12;JAB-6303;3;33.46
2022-01;JAB-6303;4;33.92
2022-02;JAB-6303;3;33.92
2022-03;JAB-6303;4;33.92
2022-04;JAB-6303;5;33.92
2022-05;JAB-6303;5;33.92
2022-06;JAB-6303;5;33.92
2022-07;JAB-6303;5;33.92
2022-08;JAB-6303;5;33.92
2022-09;JAB-6303;5;33.92
2022-10;JAB-6303;5;33.92
2022-11;JAB-6303;4;33.92
2022-12;JAB-6303;4;33.92
2023-01;JAB-6303;4;34.39
2023-02;JAB-6303;4;34.39
2023-03;JAB-6303;5;34.39
2023-04;JAB-6303;5;34.39
2023-05;JAB-6303;5;34.39
2023-06;JAB-6303;6;34.39
2023-07;JAB-6303;6;34.39
2023-08;JAB-6303;5;34.39
2023-09;JAB-6303;5;34.39
2023-10;JAB-6303;5;34.39
2023-11;JAB-6303;4;34.39
2023-12;JAB-6303;4;34.39
2024-01;JAB-6303;4;34.85
2024-02;JAB-6303;4;34.85
2024-03;JAB-6303;5;34.85
2024-04;JAB-6303;5;34.85
2024-05;JAB-6303;6;34.85
2024-06;JAB-6303;6;34.85
2024-07;JAB-6303;5;34.85
2024-08;JAB-6303;5;34.85
2024-09;JAB-6303;5;34.85
2024-10;JAB-6303;4;34.85
2024-11;JAB-6303;4;34.85
2024-12;JAB-6303;4;34.85
2025-01;JAB-6303;4;35.31
2025-02;JAB-6303;4;35.31
2025-03;JAB-6303;5;35.31
2025-04;JAB-6303;5;35.31
2025-05;JAB-6303;6;35.31
2025-06;JAB-6303;7;35.31
2025-07;JAB-6303;6;35.31
2025-08;JAB-6303;6;35.31
2025-09;JAB-6303;6;35.31
2025-10;JAB-6303;5;35.31
2025-11;JAB-6303;4;35.31
2025-12;JAB-6303;4;35.31
2020-01;SIR-IMP-18;4;17.50
2020-02;SIR-IMP-18;4;17.50
2020-03;SIR-IMP-18;5;17.50
2020-04;SIR-IMP-18;5;17.50
2020-05;SIR-IMP-18;6;17.50
2020-06;SIR-IMP-18;6;17.50
2020-07;SIR-IMP-18;6;17.50
2020-08;SIR-IMP-18;6;17.50
2020-09;SIR-IMP-18;6;17.50
2020-10;SIR-IMP-18;5;17.50
2020-11;SIR-IMP-18;4;17.50
2020-12;SIR-IMP-18;4;17.50
2021-01;SIR-IMP-18;5;17.75
2021-02;SIR-IMP-18;4;17.75
2021-03;SIR-IMP-18;5;17.75
2021-04;SIR-IMP-18;6;17.75
2021-05;SIR-IMP-18;6;17.75
2021-06;SIR-IMP-18;6;17.75
2021-07;SIR-IMP-18;6;17.75
2021-08;SIR-IMP-18;6;17.75
2021-09;SIR-IMP-18;6;17.75
2021-10;SIR-IMP-18;5;17.75
2021-11;SIR-IMP-18;5;17.75
2021-12;SIR-IMP-18;5;17.75
2022-01;SIR-IMP-18;5;17.99
2022-02;SIR-IMP-18;5;17.99
2022-03;SIR-IMP-18;5;17.99
2022-04;SIR-IMP-18;6;17.99
2022-05;SIR-IMP-18;7;17.99
2022-06;SIR-IMP-18;6;17.99
2022-07;SIR-IMP-18;6;17.99
2022-08;SIR-IMP-18;6;17.99
2022-09;SIR-IMP-18;5;17.99
2022-10;SIR-IMP-18;5;17.99
2022-11;SIR-IMP-18;5;17.99
2022-12;SIR-IMP-18;5;17.99
2023-01;SIR-IMP-18;5;18.23
2023-02;SIR-IMP-18;4;18.23
2023-03;SIR-IMP-18;6;18.23
2023-04;SIR-IMP-18;6;18.23
2023-05;SIR-IMP-18;7;18.23
2023-06;SIR-IMP-18;7;18.23
2023-07;SIR-IMP-18;7;18.23
2023-08;SIR-IMP-18;7;18.23
2023-09;SIR-IMP-18;6;18.23
2023-10;SIR-IMP-18;6;18.23
2023-11;SIR-IMP-18;5;18.23
2023-12;SIR-IMP-18;4;18.23
2024-01;SIR-IMP-18;6;18.48
2024-02;SIR-IMP-18;5;18.48
2024-03;SIR-IMP-18;6;18.48
2024-04;SIR-IMP-18;7;18.48
2024-05;SIR-IMP-18;7;18.48
2024-06;SIR-IMP-18;7;18.48
2024-07;SIR-IMP-18;7;18.48
2024-08;SIR-IMP-18;6;18.48
2024-09;SIR-IMP-18;6;18.48
2024-10;SIR-IMP-18;6;18.48
2024-11;SIR-IMP-18;6;18.48
2024-12;SIR-IMP-18;5;18.48
2025-01;SIR-IMP-18;6;18.73
2025-02;SIR-IMP-18;5;18.73
2025-03;SIR-IMP-18;6;18.73
2025-04;SIR-IMP-18;7;18.73
2025-05;SIR-IMP-18;7;18.73
2025-06;SIR-IMP-18;8;18.73
2025-07;SIR-IMP-18;8;18.73
2025-08;SIR-IMP-18;7;18.73
2025-09;SIR-IMP-18;7;18.73
2025-10;SIR-IMP-18;7;18.73
2025-11;SIR-IMP-18;5;18.73
2025-12;SIR-IMP-18;5;18.73
2020-01;SIR-IMP-MRC;6;19.80
2020-02;SIR-IMP-MRC;5;19.80
2020-03;SIR-IMP-MRC;7;19.80
2020-04;SIR-IMP-MRC;8;19.80
2020-05;SIR-IMP-MRC;7;19.80
2020-06;SIR-IMP-MRC;8;19.80
2020-07;SIR-IMP-MRC;8;19.80
2020-08;SIR-IMP-MRC;8;19.80
2020-09;SIR-IMP-MRC;7;19.80
2020-10;SIR-IMP-MRC;7;19.80
2020-11;SIR-IMP-MRC;7;19.80
2020-12;SIR-IMP-MRC;5;19.80
2021-01;SIR-IMP-MRC;7;20.08
2021-02;SIR-IMP-MRC;6;20.08
2021-03;SIR-IMP-MRC;7;20.08
2021-04;SIR-IMP-MRC;9;20.08
2021-05;SIR-IMP-MRC;8;20.08
2021-06;SIR-IMP-MRC;9;20.08
2021-07;SIR-IMP-MRC;9;20.08
2021-08;SIR-IMP-MRC;8;20.08
2021-09;SIR-IMP-MRC;8;20.08
2021-10;SIR-IMP-MRC;8;20.08
2021-11;SIR-IMP-MRC;6;20.08
2021-12;SIR-IMP-MRC;6;20.08
2022-01;SIR-IMP-MRC;7;20.35
2022-02;SIR-IMP-MRC;6;20.35
2022-03;SIR-IMP-MRC;8;20.35
2022-04;SIR-IMP-MRC;9;20.35
2022-05;SIR-IMP-MRC;9;20.35
2022-06;SIR-IMP-MRC;10;20.35
